"","virus","host","importance_trefle","importance_clover","f_norm_G_trefle","f_norm_G_clover","G_pq_zeta_trefle","G_pq_zeta_clover","G_pq_trefle","G_pq_clover","importance_trefle_nrmlz","importance_clover_nrmlz","f_norm_G_trefle_nrmlz","f_norm_G_clover_nrmlz","G_pq_zeta_trefle_nrmlz","G_pq_zeta_clover_nrmlz","G_pq_trefle_nrmlz","G_pq_clover_nrmlz"
"44484","Marburg marburgvirus","Hypsignathus monstrosus",2.64363745431199e+38,23.4061811085463,-2.02098468860534e+40,-21.4629628676194,9.97344292892218e+39,-1.16631887219532e-16,1.02378066743534e+40,23.4061811085463,0.00394048665820271,0.000807173696930946,-0.00560396853052225,-2.57949804445268e-05,0.167066601337187,2.60643074927275e-18,0.17100708799539,0.000807173696930948
"44931","Mason-Pfizer monkey virus","Macaca mulatta",0,4.34454658948319,0,-1.36340010285494,1.59227977489216e+40,-2.3101555374671e-14,1.59227977489216e+40,4.34454658948317,0,0.000149823831399477,0,-1.92130490552778e-05,0.265966272112148,4.02415811391264e-16,0.265966272112148,0.00014982383139988
"44952","Mason-Pfizer monkey virus","Miopithecus talapoin",3.71942241473021e+38,1.4376249118635,-2.90613774908783e+40,-0.0110856959217926,1.43458110705193e+40,5.8552814471699e-14,1.47177533119923e+40,1.43762491186355,0.00523133297105144,4.95772039670813e-05,-0.00950319734326399,-2.23221743755886e-07,0.24060649301791,4.74802081257373e-18,0.245837825988961,4.9577203967086e-05
"45054","Mayaro virus","Bradypus tridactylus",0,1.59182111037743,0,-0.00148848771641497,1.36478187758379e+39,2.94024318950679e-16,1.36478187758379e+39,1.59182111037743,0,5.48947359057617e-05,0,-2.34340431504165e-08,0.0227966186565274,7.63456066933806e-19,0.0227966186565274,5.48947359057624e-05
"45199","Mayaro virus","Mico argentatus",0,1.59182111037743,0,-0.0014884877455188,1.22901688437737e+39,2.75758700490925e-16,1.22901688437737e+39,1.59182111037743,0,5.48947359057608e-05,0,-2.34340400417921e-08,0.0205288696280071,1.59054381253234e-18,0.0205288696280071,5.48947359057624e-05
"45275","Mayaro virus","Saimiri sciureus",0,1.97040919278099,0,-0.170362603181275,2.35913378933623e+38,-5.1112575665978e-17,2.35913378933623e+38,1.97040919278099,0,6.79505326062367e-05,0,-1.28453591585753e-06,0.00394057645683565,9.66218107362796e-19,0.00394057645683565,6.79505326062376e-05
"45431","Measles morbillivirus","Macaca mulatta",0,4.09235787299533,0,-1.35254670753784,1.80942295027881e+39,1.32342911174134e-17,1.80942295027881e+39,4.09235787299533,0,0.000141126979159534,0,-1.89961765255653e-05,0.0302236757853948,1.06271575325702e-18,0.0302236757853948,0.000141126979159535
"45576","Menangle pararubulavirus","Homo sapiens",4.56794938129594e+38,2666.33810508483,-2.70214616620358e+40,-3788.657818311,1.32834340579928e+40,588.310156474821,1.37402289961224e+40,3254.64826155965,0.00679290546407579,0.0908088153213745,-0.0127783499112155,0.0043941253634916,0.22271685417056,0.0214293348198188,0.229509759634635,0.112238150141193
"45629","Menangle pararubulavirus","Pteropus poliocephalus",0,35.5591323762116,0,-103.708802828303,6.43972709549371e+39,35.8311582795826,6.43972709549371e+39,71.3902906557942,0,0.00122485519307091,0,-0.000673290425829531,0.107565908706217,0.00123707418218167,0.107565908706217,0.00246192937525258
"45653","Menangle pararubulavirus","Sus scrofa",4.6054574263006e+38,219.689201162255,-2.71439290716154e+40,-1366.022721981,1.33428012668601e+40,576.23118183085,1.38033470094901e+40,795.920382993105,0.006848149300029,0.00729701912100877,-0.0129196389992927,-0.0122166187805308,0.223715901357029,0.0201506877485524,0.230564050657058,0.0274477068695611
"45921","Mischivirus A","Miniopterus schreibersii",0,1.17520119364381,0,-3.76268872059882e-05,1.94794295396248e+40,1.1069704181077e-16,1.94794295396248e+40,1.17520119364381,0,4.05273926452177e-05,0,-1.29758204181485e-09,0.325374431002625,1.05581086383847e-18,0.325374431002625,4.05273926452187e-05
"46102","Mokola lyssavirus","Eidolon helvum",6.51820837313925e+38,3.14611459787551,-4.67169575509852e+40,-8.42856358435529,2.30346708790671e+40,3.84197547032733,2.3686491716381e+40,6.98809006820284,0.00836081998933891,0.000108487589351903,-0.0191132873420514,-0.00014309662923484,0.387286226500828,0.000132500142421999,0.395647046490167,0.000240987731773902
"46113","Mokola lyssavirus","Felis catus",9.40538557185855e+38,52.1028089777518,-5.91582535570611e+40,-48.6717522093968,2.91119808663796e+40,3.83881311521942,3.00525194235655e+40,55.9416220929712,0.0116755339156836,0.00179675052464368,-0.02813666272543,-0.000903836415080406,0.490306384381618,0.000132423897603701,0.501981918297301,0.00192917442224739
"46308","Molluscum contagiosum virus","Equus asinus",0,1.1752011936438,0,-3.76268581021577e-05,2.45142535499547e+39,-7.99810069865412e-17,2.45142535499547e+39,1.1752011936438,0,4.05273926452175e-05,0,-1.29758515043932e-09,0.0409473556915274,1.046766199301e-18,0.0409473556915274,4.05273926452185e-05
"46618","Monkeypox virus","Didelphis marsupialis",4.71607185931587e+38,24.8419935324112,-3.63110258174479e+40,-22.7181772983313,1.79211733634558e+40,2.06796947523201e-15,1.83927805493874e+40,24.8419935324113,0.00633695786751615,0.000856688396355673,-0.00911961237871139,-3.72196534321745e-05,0.300886644016688,2.99819332852732e-18,0.307223601884204,0.000856688396355676
"46646","Monkeypox virus","Homo sapiens",0,2643.27928074783,0,-2766.39176072815,2.80334133557165e+40,100.132095636792,2.80334133557165e+40,2743.41137638462,0,0.0910004075708986,0,0.013517038969058,0.468255802929091,0.00360748649817028,0.468255802929091,0.0946078940690689
"46721","Monkeypox virus","Pan troglodytes",0,36.8418306830951,0,-231.176991169443,1.24732556269437e+40,102.164377993217,1.24732556269437e+40,139.006208676312,0,0.0012602910606345,0,-0.000653484133100513,0.208346884292037,0.00353340658842988,0.208346884292037,0.00479369764906437
"46867","Mount Elgon bat ledantevirus","Rhinolophus hildebrandtii",0,1.1752011936438,0,-3.76268872059882e-05,1.21003426504375e+40,-1.98381892510535e-16,1.21003426504375e+40,1.1752011936438,0,4.05273926452174e-05,0,-1.29758204181485e-09,0.202117936606615,1.04380367355341e-18,0.202117936606615,4.05273926452184e-05
"46892","Mouse mammary tumor virus","Homo sapiens",8.55032302646367e+38,2595.33282789901,-5.91837601720901e+40,-2525.82642685888,2.91673157880827e+40,2.79271918631562e-18,3.00223480907291e+40,2595.33282789901,0.0102325078672679,0.0895013323081818,-0.0268791080120678,0.0141221150290813,0.491245443913239,9.25831089444249e-19,0.501477951780506,0.0895013323081818
"47560","Mupapillomavirus 1","Homo sapiens",7.44715391395406e+38,2595.33282789901,-5.22748274117802e+40,-2525.82642685893,2.57675313257915e+40,3.05656743078214e-33,2.65122467171869e+40,2595.33282789901,0.00928517130672152,0.0895013323081818,-0.0244271371846594,0.0141221150290831,0.433561841880097,1.81372467526399e-18,0.442847013186819,0.0895013323081818
"47681","Murid betaherpesvirus 1","Mus musculus",3.65627866806188e+38,69.0256486017438,-4.07612235415935e+39,-55.1861357557937,1.85541333232049e+39,-1.85217789006068e-17,2.22104119912668e+39,69.0256486017438,0.0060896730880917,0.00238038352803236,-0.00190269642661178,-0.000979703947178834,0.0310094634615279,1.4341579572663e-18,0.0370991365496196,0.00238038352803236
"47922","Murid betaherpesvirus 2","Rattus norvegicus",0,17.9321269619562,0,-14.228053667015,2.12849793232441e+40,-2.56247106800376e-17,2.12849793232441e+40,17.9321269619562,0,0.000618398240472995,0,-0.000218007243154794,0.35553341139253,4.4835913478944e-19,0.35553341139253,0.000618398240472995
"48002","Murid gammaherpesvirus 4","Apodemus flavicollis",0,4.1688373073525,0,-17.3391026075114,1.46062212433451e+40,7.69465103073663,1.46062212433451e+40,11.8634883380891,0,0.000143729669897007,0,-0.000266588728011552,0.243974851341741,0.00026538857523424,0.243974851341741,0.000409118245131246
"48011","Murid gammaherpesvirus 4","Bandicota indica",0,2.50686944192811,0,-0.592267389933113,2.83915807822443e+39,7.88898430924312e-17,2.83915807822443e+39,2.50686944192811,0,8.64506288223793e-05,0,-1.34026990323832e-05,0.0474238448487223,1.26854706077453e-18,0.0474238448487223,8.64506288223806e-05
"48099","Murid gammaherpesvirus 4","Mus musculus",0,71.0520282261128,0,-71.7009348002757,1.67708901229862e+40,7.68509422156406,1.67708901229862e+40,78.7371224476769,0,0.00245013496872219,0,-0.00123912011989757,0.280132373490405,0.000265153523538096,0.280132373490405,0.00271528849226029
"48649","Murine leukemia virus","Bos taurus",6.977549135701e+38,370.052075123159,-5.02598686218408e+40,-2291.52183433111,2.47833740351425e+40,997.41926554319,2.54811289487126e+40,1367.47134066635,0.00872406131376946,0.0120929649973121,-0.0192993329736595,-0.0313609808573831,0.416899687889289,0.0350649584748663,0.425623749203058,0.0471579234721784
"48709","Murine leukemia virus","Homo sapiens",7.67739139246676e+38,2893.69018645858,-5.37962865056116e+40,-6931.26925041406,2.65168496202444e+40,2018.01794266136,2.72845887594911e+40,4911.70812911994,0.00947007197801286,0.0932233640589727,-0.0218054258435529,-0.0226944118853867,0.446277747777239,0.0761593126981479,0.455747819755252,0.169382676757121
"48766","Murine leukemia virus","Mus musculus",7.86057191526917e+38,164.047286713071,-5.46418616988384e+40,-1302.39745102271,2.69305503731015e+40,584.454235314428,2.77166075646284e+40,748.501522027499,0.009671651763551,0.00542132877995363,-0.022634585373396,-0.0158065073592746,0.453292389217176,0.0203911152873434,0.462964040980727,0.025812444067297
"48800","Murine leukemia virus","Oryctolagus cuniculus",0,82.5998408328552,0,-83.4428325129556,1.253291321141e+40,3.30497046162062,1.253291321141e+40,85.9048112944758,0,0.00284841642794215,0,-0.00110678042585555,0.209343374079442,0.000114053348530659,0.209343374079442,0.00296246977647281
"48804","Murine leukemia virus","Ovis aries",4.12957564053584e+38,204.385756212085,-3.21297292751811e+40,-1619.37853877796,1.58596284777994e+40,733.933108858035,1.6272586041853e+40,938.31886507012,0.00569023893312209,0.00669422591956971,-0.00719570127107261,-0.021206456301583,0.266118717973897,0.0256641628199822,0.271808956907019,0.0323583887395519
"48852","Murine leukemia virus","Rattus norvegicus",0,100.235286282175,0,-642.767692522044,2.98828748397996e+40,277.250883260108,2.98828748397996e+40,377.486169542284,0,0.00339855351049237,0,-0.00691462285168809,0.49914826191105,0.00961924318161702,0.49914826191105,0.0130177966921094
"48886","Murine leukemia virus","Sus scrofa",7.72983906151614e+38,289.851955925561,-5.40416734655962e+40,-2118.0711968862,2.66369411223741e+40,941.29435720464,2.74099250285257e+40,1231.1463131302,0.00952764643786469,0.0093862780969417,-0.0220727687743931,-0.0268869802990572,0.448313726269653,0.03307040957986,0.457841372707517,0.0424566876768017
"49136","Murine orthopneumovirus","Cavia porcellus",0,2.9133081484758,0,-0.749281432610587,1.14221395760836e+40,6.23184520387782e-18,1.14221395760836e+40,2.9133081484758,0,0.000100466868029387,0,-6.16740771386404e-06,0.190789579224626,1.05547187264406e-18,0.190789579224626,0.000100466868029388
"49486","Murine respirovirus","Mus musculus",0,69.0256486017438,0,-55.1861357558082,4.4202187492904e+39,-2.02722285793196e-17,4.4202187492904e+39,69.0256486017438,0,0.00238038352803236,0,-0.000979703947179278,0.0738330738860644,1.83110094910243e-18,0.0738330738860644,0.00238038352803236
"49609","Murray Valley encephalitis virus","Canis lupus familiaris",0,72.1819633778809,0,-600.629811619656,5.95451163131837e+39,261.194110998836,5.95451163131837e+39,333.376074376717,0,0.00243392014850762,0,-0.00529484928278245,0.0994611176881543,0.00906271816147825,0.0994611176881543,0.0114966383099859
"49663","Murray Valley encephalitis virus","Homo sapiens",4.40052860240552e+38,2649.01221466432,-2.47654711041559e+40,-3145.56282064517,1.21637089297461e+40,277.988353338615,1.26037617899866e+40,2927.00056800293,0.00664820573186664,0.0908865762180815,-0.0117990397739476,0.00928932195888876,0.203878586778533,0.0100524816503228,0.210526792510399,0.100939057868404
"49738","Murray Valley encephalitis virus","Pteropus alecto",0,28.8037733163696,0,-78.8181775664998,5.58226453193478e+39,26.2638823974196,5.58226453193478e+39,55.0676557137891,0,0.000992443548956382,0,-0.000292369850595886,0.0932432924737181,0.000906591711759001,0.0932432924737181,0.00189903526071538
"49833","Mus musculus polyomavirus 1","Mus musculus",6.0326022757693e+38,69.0256486017438,-4.1167206364279e+40,-55.1861357557937,2.02837957535031e+40,1.3176024477299e-16,2.088705598108e+40,69.0256486017438,0.00811610124228945,0.00238038352803236,-0.0164144485757873,-0.000979703947179278,0.340770602104918,2.05332512643684e-18,0.348886703347207,0.00238038352803236
"50092","Myxoma virus","Lepus timidus",3.69400779770693e+38,1.61816301956732,-2.80893459759564e+40,-0.00576257363718469,1.38610291434577e+40,-7.58025140233798e-17,1.42304299232284e+40,1.61816301956732,0.0052433249709273,5.58031496331623e-05,-0.00388200505861391,-1.40320168817709e-07,0.232454500305447,7.54273095191199e-19,0.237697825276374,5.5803149633163e-05
"50108","Myxoma virus","Oryctolagus cuniculus",0,3.05833791017265,0,-0.69461252426845,1.265407269241e+40,1.85730458176336e-17,1.265407269241e+40,3.05833791017265,0,0.000105468290874532,0,-1.32365989058414e-05,0.211367160100012,3.43517856825734e-19,0.211367160100012,0.000105468290874532
"50128","Myxoma virus","Sylvilagus brasiliensis",0,1.61816301956732,0,-0.0057625736517366,4.59242624393224e+39,-5.52420104970953e-18,4.59242624393224e+39,1.61816301956732,0,5.58031496331614e-05,0,-1.40320169261798e-07,0.0767095398251463,1.61095901179907e-18,0.0767095398251463,5.5803149633163e-05
"50714","New Jersey vesiculovirus","Odocoileus virginianus",0,2.0653454476184,0,-0.664023324628943,1.47877412146246e+40,0.334617976434988,1.47877412146246e+40,2.39996342405339,0,7.12244337722773e-05,0,-1.79862261342478e-05,0.247006868129015,1.15394883091819e-05,0.247006868129015,8.27639220814592e-05
"50842","New Jersey vesiculovirus","Urocyon cinereoargenteus",0,5.02577769430609,0,-2.38171394597157,2.17188987424006e+40,0.334609567642723,2.17188987424006e+40,5.36038726194882,0,0.000173316316192571,0,-5.89310673126953e-05,0.362781379502778,1.15392817002855e-05,0.362781379502778,0.000184855597892856
"50877","New York hantavirus","Peromyscus leucopus",0,1.79333298483642,0,-0.332679646584438,4.47752565894628e+39,-7.0324063412841e-17,4.47752565894628e+39,1.79333298483642,0,6.18439722603908e-05,0,-4.63011188012175e-06,0.0747902992033597,9.09496871410936e-19,0.0747902992033597,6.18439722603917e-05
"51002","Nipah henipavirus","Canis lupus familiaris",0,91.2551338714489,0,-746.77064272124,3.83161122311672e+39,332.609983244854,3.83161122311672e+39,423.865117116303,0,0.00306632993419806,0,-0.00813394466541828,0.064001274729778,0.0115508676340935,0.064001274729778,0.0146171975682915
"51037","Nipah henipavirus","Eidolon helvum",0,45.4820247148446,0,-51.7324362647487,7.80239614350413e+39,5.10418646972285,7.80239614350413e+39,50.5862111845675,0,0.00156838001378996,0,-0.000490010171404265,0.130327235737861,0.000176110422570372,0.130327235737861,0.00174449043636033
"51089","Nipah henipavirus","Homo sapiens",3.880895642106e+38,2774.29978861248,-1.58312110965547e+40,-4438.96877591462,7.7221834721207e+39,853.987884000597,8.1102730363313e+39,3628.28767261307,0.00619725591122447,0.0937906087459089,-0.00701728139078739,-0.00104319462483904,0.129272598023885,0.0313326807240991,0.13546985393511,0.125123289470008
"51255","Nipah henipavirus","Pteropus rodricensis",0,43.6151955607308,0,-40.5024161232868,1.16927195618095e+39,1.80171155574245e-16,1.16927195618095e+39,43.6151955607308,0,0.00150409152521967,0,-0.000318051060666846,0.0195309208955938,1.34297688877057e-18,0.0195309208955938,0.00150409152521967
"51256","Nipah henipavirus","Pteropus rufus",0,43.6151955607308,0,-40.5024161232868,2.02593833709654e+38,-2.84418131446344e-16,2.02593833709654e+38,43.6151955607308,0,0.00150409152521967,0,-0.00031805106066729,0.0033840238100314,9.64544969942792e-19,0.0033840238100314,0.00150409152521967
"51288","Nipah henipavirus","Rousettus leschenaultii",0,44.7390727098645,0,-107.451478476971,3.57287791891973e+39,33.0257291480329,3.57287791891973e+39,77.7648018578974,0,0.00154150389116115,0,-0.000719995940118956,0.0596795259093991,0.001140253646117,0.0596795259093991,0.00268175753727815
"51312","Nipah henipavirus","Sus scrofa",3.91498176042372e+38,238.872572686824,-1.59023043074267e+40,-1533.89569990798,7.75603074023588e+39,657.932214691982,8.14752891627825e+39,896.804787378806,0.00625170596314703,0.00789428600353701,-0.00709700647601608,-0.0153873126915189,0.129840451141292,0.0230324692965667,0.136092157104439,0.0309267553001037
"51456","Norwalk virus","Bos taurus",0,286.716169357705,0,-1477.22831657816,1.75678619604608e+40,607.834940193794,1.75678619604608e+40,894.551109551499,0,0.00958449873489256,0,-0.0150791145245126,0.293444583563904,0.0212645373740658,0.293444583563904,0.0308490361089583
"51542","Norwalk virus","Homo sapiens",0,2648.15214668783,0,-3812.3576525887,1.8811250079989e+40,600.349463130459,1.8811250079989e+40,3248.50160981829,0,0.0901689768891293,0,0.00229430361358318,0.314213502955714,0.0218572029358977,0.314213502955714,0.112026179825027
"51875","Oliveros mammarenavirus","Mus musculus",5.33828612413745e+38,69.0256486017438,-3.47111026549515e+40,-55.1861357557646,1.70901189277587e+40,5.0184563643928e-17,1.76239475401725e+40,69.0256486017438,0.00752907058504992,0.00238038352803236,-0.0153499480332613,-0.000979703947177057,0.28685233782524,2.09144040971396e-18,0.29438140841029,0.00238038352803236
"52262","Orf virus","Capra hircus",7.70314871517698e+38,63.1775240308265,-5.22278228647924e+40,-455.954662474673,2.57312736391499e+40,202.498990370479,2.65015885106676e+40,265.676514401305,0.00970406474838093,0.00214977547980577,-0.0200939760118359,-0.00530027674287448,0.432964919206387,0.00701221012231061,0.442668983954768,0.00916198560211637
"52313","Orf virus","Homo sapiens",6.92639127310749e+38,2712.99360269988,-4.87047723620961e+40,-3848.86496124609,2.40083136054626e+40,587.723552858298,2.47009527327734e+40,3300.71715555818,0.00881562566552252,0.0924160902207397,-0.0178040704436739,0.00253256142274472,0.403776458938393,0.0214107684461999,0.412592084603916,0.11382685866694
"52369","Orf virus","Ovibos moschatus",3.68663102813934e+38,36.0268440706094,-2.9676361900061e+40,-33.4826922470238,1.46549603156467e+40,4.27421092999934e-17,1.50236234184606e+40,36.0268440706094,0.00512607525731582,0.00124240348232675,-0.00589284666217793,-0.000216630689721331,0.245820848595645,1.27169156906764e-18,0.250946923852961,0.00124240348232675
"52370","Orf virus","Ovis aries",0,147.521148954648,0,-1073.12757660192,1.473170008912e+40,469.712808839196,1.473170008912e+40,617.233957793843,0,0.00491551601267695,0,-0.0105460049906401,0.246070785822976,0.0163701013750251,0.246070785822976,0.021285617387702
"52391","Orf virus","Rangifer tarandus",5.02704326790049e+38,36.7782926498599,-3.87072923781317e+40,-51.1797152429499,1.91038832704866e+40,8.46735745043447,1.96065875972766e+40,45.2456501002943,0.00665139172582085,0.00126817442269403,-0.0117751035641049,-0.000524876462379087,0.320847022454634,0.000292144131286723,0.327498414180455,0.00156031855398075
"52818","Orthohepevirus A","Bos taurus",0,330.915480605931,0,-1950.71478004094,2.04190347117285e+39,836.345706820304,2.04190347117285e+39,1167.26118742623,0,0.0109129085573769,0,-0.0246461838128931,0.0341069115367918,0.0293406690582735,0.0341069115367918,0.0402535776156504
"52927","Orthohepevirus A","Equus caballus",0,121.029990896698,0,-966.723747775846,2.32216355503926e+39,434.711647141634,2.32216355503926e+39,555.741638038331,0,0.00404267461355803,0,-0.0114897594189669,0.0387882326779107,0.0151223498059988,0.0387882326779107,0.0191650244195568
"52975","Orthohepevirus A","Homo sapiens",0,2780.49945716524,0,-5620.1472606259,2.18642182650794e+39,1424.82397010652,2.18642182650794e+39,4205.32342727176,0,0.0920770545249479,0,-0.0125493690698848,0.0365208722506278,0.0529455974762305,0.0365208722506278,0.145022652001178
"53025","Orthohepevirus A","Macaca fuscata",0,58.3095416825547,0,-55.0395594984584,1.18860619224971e+39,-2.59695140290361e-16,1.18860619224971e+39,58.3095416825547,0,0.00201083329689659,0,-0.000589944169752332,0.0198538700890979,6.78729733248989e-19,0.0198538700890979,0.00201083329689659
"53273","Orthohepevirus A","Sus scrofa",0,256.253314878119,0,-1803.86353111724,2.19646551661762e+39,793.254654456513,2.19646551661762e+39,1049.50796933463,0,0.00838058354240035,0,-0.0210048275150849,0.0366886369147806,0.0278122162841809,0.0366886369147806,0.0361927998265813
"53534","Orungo virus","Camelus dromedarius",0,1.83200852412345,0,-0.00303013290977105,2.03389849914782e+40,-1.15251258777615e-30,2.03389849914782e+40,1.83200852412345,0,6.31777173033061e-05,0,-8.68416565324992e-08,0.33973200577108,1.4356139447473e-18,0.33973200577108,6.31777173033076e-05
"53805","Ovine gammaherpesvirus 2","Bos frontalis",0,4.51538557442817,0,-1.48414099258662,4.41329737458341e+39,-7.7799065435836e-16,4.41329737458341e+39,4.51538557442817,0,0.000155715298035058,0,-3.72200626554964e-05,0.073717462781927,1.58784158470028e-18,0.073717462781927,0.00015571529803506
"53807","Ovine gammaherpesvirus 2","Bos javanicus",0,4.51538557442816,0,-1.48414099241199,9.64962637562943e+39,1.54768195217949e-15,9.64962637562943e+39,4.51538557442817,0,0.000155715298035058,0,-3.722006265372e-05,0.161182425027978,1.96812101047058e-18,0.161182425027978,0.00015571529803506
"53828","Ovine gammaherpesvirus 2","Capra hircus",0,29.1552554616239,0,-89.7424533903104,1.11736359022389e+40,44.1499463868666,1.11736359022389e+40,73.3052018484905,0,0.00100468693305028,0,-0.0018552080941463,0.18663870091914,0.00152327909890999,0.18663870091914,0.00252796603196027
"53832","Ovine gammaherpesvirus 2","Capreolus capreolus",0,4.83680819860585,0,-4.62842498534883,5.04503427464149e+39,1.89979735425595,5.04503427464149e+39,6.7366055528618,0,0.000166798604333929,0,-0.000116671007741154,0.0842696729470979,6.55165599234132e-05,0.0842696729470979,0.000232315164257342
"53969","Ovine gammaherpesvirus 2","Ovis aries",0,110.869746502711,0,-162.535842017489,6.21119948906265e+39,44.8153057501086,6.21119948906265e+39,155.685052252819,0,0.00382196042634221,0,-0.00325570773579775,0.103748700416844,0.00154691536766384,0.103748700416844,0.00536887579400604
"54187","Ovine respiratory syncytial virus","Oreamnos americanus",0,2.02800648983441,0,-0.598090357467299,1.38326030206772e+40,0.116478709415606,1.38326030206772e+40,2.14448519925001,0,6.99367882366233e-05,0,-1.08193479797514e-05,0.231052728109036,4.01684128820014e-06,0.231052728109036,7.39536295248235e-05
"54192","Ovine respiratory syncytial virus","Ovis canadensis",1.36403020960392e+39,2.13106402936802,-8.31782603783317e+40,-0.318588061389164,4.0912266683669e+40,0.116474029863492,4.22762968932729e+40,2.24753805923151,0.0147806436491119,7.34907887655576e-05,-0.0390169434749055,-7.77354833303434e-06,0.691381003362432,4.01666945027758e-06,0.706161647011543,7.75074582158352e-05
"54403","Panine betaherpesvirus 2","Pan troglodytes",0,11.6005820906655,0,-5.9601705235109,1.13467296474126e+40,-1.36192805458552e-32,1.13467296474126e+40,11.6005820906655,0,0.000400051793551851,0,-6.26696743615263e-05,0.189529970333957,1.29720379439313e-18,0.189529970333957,0.000400051793551852
"54488","Panine gammaherpesvirus 1","Papio cynocephalus",0,1.8297533885464,0,-0.191555873359903,8.16223003073263e+38,-2.40564133283799e-16,8.16223003073263e+38,1.8297533885464,0,6.30999478409415e-05,0,-1.67167253994904e-06,0.0136337717003459,2.05377962990754e-18,0.0136337717003459,6.30999478409435e-05
"54834","Parechovirus A","Homo sapiens",0,2595.33282789901,0,-2525.82642685888,1.91237859736133e+39,5.59095326483477e-18,1.91237859736133e+39,2595.33282789901,0,0.0895013323081818,0,0.0141221150290813,0.0319433942720084,9.20257139386838e-19,0.0319433942720084,0.0895013323081818
"54853","Parechovirus B","Apodemus sylvaticus",0,22.4012222838948,0,-20.6731447485217,8.21628558853254e+38,1.23136362815573e-16,8.21628558853254e+38,22.4012222838948,0,0.000772517196325593,0,-1.8465021290659e-05,0.01372406334018,1.60355950703848e-18,0.01372406334018,0.000772517196325594
"54904","Parechovirus B","Homo sapiens",0,2616.38734004454,0,-2545.86053990542,1.88195339660412e+39,-1.06000030288237e-18,1.88195339660412e+39,2616.38734004454,0,0.0902274075413338,0,0.0141065952677994,0.0314351872752696,1.54470405845752e-18,0.0314351872752696,0.0902274075413338
"55432","Pegivirus A","Aotus trivirgatus",0,1.79332342417739,0,-0.000140490432386287,7.02568396772805e+39,2.85532473940775e-16,7.02568396772805e+39,1.79332342417739,0,6.184364255635e-05,0,-4.84488404950412e-09,0.117353432694406,1.06708129277037e-18,0.117353432694406,6.18436425563511e-05
"55470","Pegivirus A","Leontocebus nigricollis",5.36651973465041e+38,1.59040917131024,-3.7978694451695e+40,-0.000108457577880472,1.87226254628891e+40,-4.86059961710047e-17,1.92592774363541e+40,1.59040917131024,0.00729574518518833,5.48460444908134e-05,-0.0153004555771759,-3.74021347226972e-09,0.314401377650378,1.04939124418622e-18,0.321697122835566,5.48460444908145e-05
"55517","Pegivirus A","Saguinus labiatus",3.36316677467085e+38,1.59040917131024,-2.73982065570607e+40,-0.000108457577880472,1.35319463525358e+40,-7.04143646514321e-16,1.38682630300029e+40,1.59040917131024,0.00474357415057863,5.48460444908135e-05,-0.00816142477185622,-3.74021347226972e-09,0.226904800520914,1.02591883367918e-18,0.231648374671493,5.48460444908145e-05
"55723","Pestivirus A","Bos grunniens",0,10.3427341919508,0,-34.5079303970997,5.58279170849884e+39,19.6530870706058,5.58279170849884e+39,29.9958212625566,0,0.000356546144178119,0,-0.000711589775572286,0.0932520981614934,0.0006778745427633,0.0932520981614934,0.00103442068694142
"55726","Pestivirus A","Bos taurus",4.05906012829651e+38,268.374255456208,-2.52964214150297e+40,-313.504557026565,1.24462478553725e+40,74.0197076232625,1.28521538682021e+40,342.393963079471,0.00604434872008502,0.00925058055814331,-0.0110934163810867,-0.00642872115704352,0.208631458059471,0.00255704409040659,0.214675806779556,0.0118076246485499
"55729","Pestivirus A","Bubalus bubalis",4.61139583799983e+38,13.4802673507803,-2.71953589694159e+40,-67.1985129562527,1.33682210023737e+40,33.8434064237589,1.38293605861737e+40,47.3236737745392,0.00685414410607271,0.000464376096822964,-0.012576683288529,-0.00123907527382716,0.224144424034905,0.00116760412822116,0.230998568140978,0.00163198022504412
"55732","Pestivirus A","Camelus bactrianus",0,8.40426071870841,0,-2.89408202246705,8.78619039624178e+36,1.63355915941711e-18,8.78619039624178e+36,8.40426071870841,0,0.000289825074959129,0,-7.35680638062064e-05,0.000146760031911744,1.49582889929243e-18,0.000146760031911744,0.000289825074959131
"55757","Pestivirus A","Cervus elaphus",0,10.4449875585248,0,-30.545481763751,4.58493537790459e+39,15.60788984656,4.58493537790459e+39,26.0528774050848,0,0.000360106052639134,0,-0.000609118717286083,0.0765844162291751,0.000538340271142946,0.0765844162291751,0.00089844632378208
"55864","Pestivirus A","Odocoileus hemionus",0,9.42686962566508,0,-9.04872891564446,5.67179225769108e+39,5.66343602407187,5.67179225769108e+39,15.090305649737,0,0.000325083851030498,0,-0.000229150008763668,0.0947387178283292,0.00019531278021101,0.0947387178283292,0.000520396631241509
"55871","Pestivirus A","Oryx gazella",0,8.40426071870842,0,-2.89408202249615,5.98225304549351e+39,-2.95100812959345e-16,5.98225304549351e+39,8.40426071870842,0,0.000289825074959129,0,-7.35680638022096e-05,0.0999244960860732,1.85269411141544e-18,0.0999244960860732,0.000289825074959131
"55936","Pestivirus A","Syncerus caffer",0,10.3518981489256,0,-34.5831697231624,9.45606339356278e+39,19.7875162153207,9.45606339356278e+39,30.1394143642463,0,0.00035686119210368,0,-0.000713817343922063,0.157949247946227,0.000682511373754128,0.157949247946227,0.00103937256585781
