"","G_trefle_share","G_clover_share","virus","host"
"68457",0.147584161631241,0.00105485597832008,"Simian foamy virus","Hylobates pileatus"
"68480",0.0461091042222063,0.00105485597832008,"Simian foamy virus","Macaca arctoides"
"68485",0.156616324385075,0.00250099356455856,"Simian foamy virus","Macaca mulatta"
"68546",0.142547317006254,0.00526370101317004,"Simian foamy virus","Pan troglodytes"
"68603",0.148489702873755,0.00105485597832008,"Simian foamy virus","Theropithecus gelada"
"68665",0.166044414851313,0.000129707050396803,"Simian immunodeficiency virus","Cercocebus atys"
"68668",0.306535710508822,0.000129707050396803,"Simian immunodeficiency virus","Cercocebus torquatus"
"68672",0.0683806452921331,0.000129707050396803,"Simian immunodeficiency virus","Cercopithecus cephus"
"68688",0.379460018265465,0.000244617255420439,"Simian immunodeficiency virus","Chlorocebus pygerythrus"
"68690",0.391201077155206,0.000129707050396803,"Simian immunodeficiency virus","Chlorocebus tantalus"
"68724",0.437741905492958,0.000149994872678351,"Simian immunodeficiency virus","Gorilla gorilla"
"68766",0.087649151121033,0.000129707050396803,"Simian immunodeficiency virus","Mandrillus leucophaeus"
"68767",0.312325252507916,0.000193151942378471,"Simian immunodeficiency virus","Mandrillus sphinx"
"68798",0.314168783349133,0.000638106177424419,"Simian immunodeficiency virus","Pan troglodytes"
"68948",0.500738085944842,0.000141126979159554,"Simian mastadenovirus A","Macaca mulatta"
"69122",0.0057506676264544,7.07961381079154e-05,"Simian virus 12","Chlorocebus aethiops"
"69123",0.0358625241438839,9.56571419470127e-05,"Simian virus 12","Chlorocebus pygerythrus"
"69223",0.322782188741815,5.52269742471509e-05,"Sin Nombre orthohantavirus","Chaetodipus hispidus"
"69371",0.136629843385469,6.25638643130703e-05,"Sin Nombre orthohantavirus","Reithrodontomys megalotis"
"69387",0.170794487082679,6.38157149832129e-05,"Sin Nombre orthohantavirus","Sigmodon hispidus"
"69514",0.576735998143476,0.0895013323081812,"Sindbis virus","Homo sapiens"
"69745",0.180472288936749,0.0132874854408874,"Small ruminant morbillivirus","Bos taurus"
"69969",0.164353165167849,0.00849977364196738,"Small ruminant morbillivirus","Ovis aries"
"69973",0.160912185241413,0.000390081886689841,"Small ruminant morbillivirus","Panthera leo"
"70041",0.220839836671959,4.05273926452362e-05,"Southern elephant seal virus","Mirounga leonina"
"70220",0.0741308335888948,0.0480294342977342,"Suid alphaherpesvirus 1","Bos taurus"
"70231",0.0517197566287886,0.0207296795503822,"Suid alphaherpesvirus 1","Canis lupus familiaris"
"70293",0.0416866576543919,0.0226623841293017,"Suid alphaherpesvirus 1","Felis catus"
"70319",0.0822551768536502,0.170904851989253,"Suid alphaherpesvirus 1","Homo sapiens"
"70444",0.0675096405147116,0.0329864107967673,"Suid alphaherpesvirus 1","Ovis aries"
"70503",0.0195997791569145,0.00350064992990394,"Suid alphaherpesvirus 1","Puma concolor"
"70544",0.0369412002945683,0.0431750774971477,"Suid alphaherpesvirus 1","Sus scrofa"
"71406",0.422193520875781,4.05273926452361e-05,"Tacaribe mammarenavirus","Platyrrhinus helleri"
"71498",0.513010447680282,0.0938467981058619,"Tai Forest ebolavirus","Homo sapiens"
"71517",0.285459212284195,0.0047455175912325,"Tai Forest ebolavirus","Pan troglodytes"
"71715",0.0837862688539436,4.71864612985836e-05,"Tamana bat virus","Molossus rufus"
"71716",0.261290676965488,4.71864612985835e-05,"Tamana bat virus","Mormoops megalophylla"
"72172",0.145102574366481,0.00610314977030911,"Teschovirus A","Sus scrofa"
"72186",0.0828353745643308,0.000772517196325606,"Thailand orthohantavirus","Bandicota savilei"
"72190",0.322998118358607,0.0902274075413331,"Thailand orthohantavirus","Homo sapiens"
"72323",0.249499215701043,0.00359658604300656,"Thiafora orthonairovirus","Ovis aries"
"72602",0.0382395358908583,4.05273926452361e-05,"Thottopalayam thottimvirus","Suncus murinus"
"72743",0.2006888099484,0.00311287666672999,"Tick-borne encephalitis virus","Apodemus flavicollis"
"72776",0.256595040325029,0.0111466695640123,"Tick-borne encephalitis virus","Capra hircus"
"72842",0.262407075789758,0.136866748756429,"Tick-borne encephalitis virus","Homo sapiens"
"72901",0.0753340065124018,0.0037063369297585,"Tick-borne encephalitis virus","Microtus oeconomus"
"72946",0.215367208655442,0.0259033224780276,"Tick-borne encephalitis virus","Ovis aries"
"73014",0.117850554570664,0.0340320073234761,"Tick-borne encephalitis virus","Sus scrofa"
"73084",0.0222697885107031,0.00238038352803239,"Timboteua orthobunyavirus","Mus musculus"
"73303",0.764609074631301,0.0895013323081812,"Torque teno midi virus 3","Homo sapiens"
"73558",0.13990922446202,0.00610314977030911,"Torque teno sus virus 1a","Sus scrofa"
"73637",0.240391063741028,0.00610314977030911,"Torque teno sus virus 1b","Sus scrofa"
"73729",0.204992593913995,4.05273926452361e-05,"Torque teno tupaia virus","Tupaia belangeri"
"74696",0.358765898607279,0.00109756572474124,"Trubanaman virus","Capra hircus"
"74750",0.121589276963835,8.0809467820757e-05,"Trubanaman virus","Macropus fuliginosus"
"74864",0.247828300189343,0.000390020408245202,"Trubanaman virus","Vulpes vulpes"
"74910",0.559974782136951,0.0895013323081812,"Tula orthohantavirus","Homo sapiens"
"75255",0.559174014736785,0.0895013323081812,"Una virus","Homo sapiens"
"75895",0.253611378789166,0.00610314977030911,"Ungulate protoparvovirus 1","Sus scrofa"
"76202",0.00927447391630668,0.0895013323081812,"Usutu virus","Homo sapiens"
"76461",0.20235503398468,0.0313360947231827,"Vaccinia virus","Bos taurus"
"76562",0.224531709470669,0.113813915974819,"Vaccinia virus","Homo sapiens"
"76757",0.226639275230363,0.00236067407319015,"Vaccinia virus","Sapajus apella"
"76820",0.0703678526200683,0.0895013323081812,"Variola virus","Homo sapiens"
"76864",0.331175400767891,0.0408568369508391,"Venezuelan equine encephalitis virus","Bos taurus"
"76942",0.271576151284397,0.0196240668427705,"Venezuelan equine encephalitis virus","Equus caballus"
"76974",0.367469743475133,0.148067637994777,"Venezuelan equine encephalitis virus","Homo sapiens"
"77023",0.178947848408785,0.00212844337347445,"Venezuelan equine encephalitis virus","Melanomys caliginosus"
"77044",0.162833005791601,0.0225235410853003,"Venezuelan equine encephalitis virus","Mus musculus"
"77134",0.14212099864522,0.00212844337347445,"Venezuelan equine encephalitis virus","Phyllostomus discolor"
"77175",0.22796917646004,0.0114264384399078,"Venezuelan equine encephalitis virus","Rattus norvegicus"
"77217",0.191689188624862,0.00212844337347445,"Venezuelan equine encephalitis virus","Sylvilagus floridanus"
"77237",0.0904813731694317,0.00415811978614051,"Venezuelan equine encephalitis virus","Urocyon cinereoargenteus"
"77268",0.335420457368278,0.000117420077734032,"Vesicular exanthema of swine virus","Balaenoptera borealis"
"77464",0.323727143405999,0.000117420077734032,"Vesicular exanthema of swine virus","Physeter macrocephalus"
"77506",0.28996150003044,0.00623970882816157,"Vesicular exanthema of swine virus","Sus scrofa"
"77548",0.222630580204297,0.014258931228755,"Vesicular stomatitis virus","Bos taurus"
"77672",0.110944123729848,0.0120378924069509,"Vesicular stomatitis virus","Sus scrofa"
"77718",0.689136663451759,0.00240397864366461,"Visna-maedi virus","Capra hircus"
"77778",0.578411685421176,0.00514045111695639,"Visna-maedi virus","Ovis aries"
"77811",0.347598741364119,4.05273926452362e-05,"Volepox virus","Peromyscus truei"
"78122",0.033951827178198,4.81013694625799e-05,"Warrego virus","Macropus fuliginosus"
"78279",0.325311101712357,0.00359658604300656,"Wesselsbron virus","Ovis aries"
"78597",0.428203530645993,0.12609483530569,"West Nile virus","Homo sapiens"
"78664",0.261785519806986,0.00309205177615757,"West Nile virus","Macaca mulatta"
"78728",0.189745503037429,0.0190250127039181,"West Nile virus","Mus musculus"
"78766",0.0356367781251203,0.00155830318323052,"West Nile virus","Myotis septentrionalis"
"78813",0.320287319104074,0.00158369297115422,"West Nile virus","Oreamnos americanus"
"78822",0.351442713638554,0.0234617358746253,"West Nile virus","Ovis aries"
"78851",0.247989605386694,0.00157915952407922,"West Nile virus","Peromyscus leucopus"
"78944",0.256140156466385,0.00157915952407922,"West Nile virus","Rousettus aegyptiacus"
"78958",0.131590257775887,0.00155830318323052,"West Nile virus","Sciurus niger"
"78991",0.253668386049662,0.00155830318323052,"West Nile virus","Talpa romana"
"79138",0.228781862010059,0.00670474141867976,"Western equine encephalitis virus","Equus caballus"
"79216",0.137174070676463,0.00756510777994598,"Western equine encephalitis virus","Mus musculus"
"79339",0.139029948375662,0.0124543739863791,"Western equine encephalitis virus","Sus scrofa"
"79570",0.0585575864295645,4.75252036470667e-05,"Whitewater Arroyo mammarenavirus","Peromyscus melanophrys"
"79597",0.138844682038425,5.48620937129861e-05,"Whitewater Arroyo mammarenavirus","Reithrodontomys megalotis"
"79809",0.31145068702955,0.0895013323081812,"Wyeomyia orthobunyavirus","Homo sapiens"
"79995",0.119678725004498,6.29818225460428e-05,"Yaba monkey tumor virus","Erythrocebus patas"
"80222",0.106291502719354,0.000877261790833142,"Yellow fever virus","Colobus polykomos"
"80238",0.0532129000876363,0.000877261790833142,"Yellow fever virus","Dermanura cinerea"
"80261",0.0745484803224509,0.000907192895579744,"Yellow fever virus","Erythrocebus patas"
"80304",0.330930720134561,0.0940555532187579,"Yellow fever virus","Homo sapiens"
"80442",0.00121633902534442,0.000877261790833142,"Yellow fever virus","Otolemur crassicaudatus"
"80469",0.0014342226657376,0.000877261790833142,"Yellow fever virus","Pithecia pithecia"
"80493",0.13051054728149,0.000877261790833142,"Yellow fever virus","Saguinus geoffroyi"
"80563",0.359182180964039,6.18439722604096e-05,"Yogue virus","Rousettus aegyptiacus"
"80762",0.104032425442257,5.4112424611842e-05,"Zaire ebolavirus","Mus setulosus"
"80782",0.190392268171638,0.000413211121329317,"Zaire ebolavirus","Pan troglodytes"
"81034",0.0335985092711933,0.00187703837477727,"Zetapapillomavirus 1","Equus caballus"
"81163",0.198767351469409,0.000146569851164077,"Zika virus","Eidolon helvum"
"81236",0.157248642421357,0.000466127195601457,"Zika virus","Pan troglodytes"
