"","virus","host","importance_trefle","importance_clover","f_norm_G_trefle","f_norm_G_clover","G_pq_trefle","G_pq_clover","importance_trefle_nrmlz","importance_clover_nrmlz","f_norm_G_trefle_nrmlz","f_norm_G_clover_nrmlz","G_pq_trefle_nrmlz","G_pq_clover_nrmlz","z_score_G_trefle","z_score_G_clover","z_score_I_trefle","z_score_I_clover"
"52778","Orthohepevirus A","Peromyscus leucopus",4.15606431418476e+62,12156134.7580647,-1.1186943385611e+68,-116139685.785126,6.18345354372115e+64,64222022.5005623,-6.22514665223018e-07,0.00848822525627092,0.135474981237081,-0.0123283014409026,0.000529515143104987,0.0457201627816756,-0.697585142536715,5.03175368845682,-0.685014491929014,113.030644641551
"52779","Orthohepevirus A","Peromyscus maniculatus",2.79194367598174e+62,12039441.0284734,-1.28233552205465e+68,-100658976.381882,2.84723808632393e+64,56414953.5451383,2.49448973168177e-07,0.00844917255983337,0.120543701921861,-0.0109866434534656,0.000243820976752498,0.0401622490070568,-0.702406853390963,4.39011177737493,-0.693559583448347,116.843493933502
"52825","Orthohepevirus A","Rattus exulans",3.1816908123477e+62,11246976.0940135,-8.20448886870394e+67,-37937024.9162827,6.44215760010489e+64,24620985.5404051,-6.41733002783697e-07,0.00799273978928041,0.142409650533068,-0.00368466407932289,0.000551669059920127,0.0175278731955654,-0.697211246973723,1.77705142041983,-0.680900002201663,132.304931141847
"52828","Orthohepevirus A","Rattus norvegicus",2.87975586705064e+62,16575072.9749909,-1.31766766734357e+68,-275582717.542152,3.64373200686319e+64,146269686.696588,-3.74231504437128e-07,0.0107850045936565,0.131983163260031,-0.0245755889747556,0.000312028102323105,0.104130540045421,-0.701255709698043,11.775029603545,-0.690144655729754,90.8892438858595
"52829","Orthohepevirus A","Rattus pyctoris",3.11381588890747e+62,11086390.3627312,-4.00563032518775e+67,-11062655.0467453,1.21980456741032e+65,11086390.3627312,-1.06225337095662e-06,0.00789248846905795,0.151394382270865,-0.000913959032290634,0.00104456997292114,0.00789248846905795,-0.688892471296121,0.664679598791568,-0.646458333968428,136.182857430922
"52830","Orthohepevirus A","Rattus rattus",1.40836384331116e+62,15207135.5136754,-1.72164511987089e+68,-234710560.84306,1.35492797954869e+64,125120078.857279,-1.32897423422526e-07,0.0100699944454521,0.123470399457261,-0.0159545510524364,0.000116028183589444,0.0890739679299383,-0.704563634909312,10.0368004588902,-0.694801385793103,93.9386787503889
"52831","Orthohepevirus A","Rattus tanezumi",1.12458461726027e+62,11130352.6072501,-6.60520810071138e+67,-14034983.7599831,2.81657842936477e+64,12596523.0574243,-2.75935262563487e-07,0.00792321531760847,0.145715761467756,-0.0013608625289887,0.000241195461330171,0.00896756380824858,-0.702451164677999,0.788793326202282,-0.68131793115485,135.729374615459
"52851","Orthohepevirus A","Rucervus duvaucelii",2.85572599818718e+63,11451504.2983928,-5.57161509987525e+67,-72059315.3095322,8.48377980463773e+65,41802936.6579495,-8.3434101717161e-06,0.00808932039282691,0.148067453818271,-0.00528728413815927,0.00726501759180442,0.0297598392940177,-0.583908879278187,3.1891895754847,-0.565342920748468,124.594838433413
"52872","Orthohepevirus A","Sigmodon hispidus",3.46450481625203e+60,13920193.8554651,-1.46715162541923e+68,-194575042.023075,3.94321213742992e+62,104374192.435199,-4.09728447557892e-09,0.00941289306066154,0.128074798491724,-0.0175782279649273,3.37673845931087e-06,0.0743048082657542,-0.706464873225325,8.33175208709346,-0.695365203660742,98.115815568651
"52883","Orthohepevirus A","Suncus murinus",1.53606392562783e+63,11176024.8356589,-7.892325497128e+67,-16967842.5566788,3.17302563189814e+65,14087743.1647247,-2.91351997358741e-06,0.00795494873003645,0.143067805162559,-0.00178250055410523,0.00271719534992937,0.0100291751277689,-0.660663277685421,0.911352679136806,-0.644433033227645,135.240140442673
"52884","Orthohepevirus A","Sus scrofa",3.42265081865224e+63,59541818.8856525,-1.71923476054462e+68,-843440108.04303,3.30759031138275e+65,452362048.697263,-3.34215993631369e-06,0.0322120392684144,0.123830302539972,-0.0470470724769267,0.00283242874662323,0.322040099290085,-0.6587184633173,36.9319341016449,-0.651627073394385,120.085167966637
"52922","Orthohepevirus A","Ursus thibetanus",1.06151780675912e+63,11500785.7461398,-5.96090786509654e+67,-80497466.1429749,2.97648827003907e+65,46046937.750101,-3.02095202462912e-06,0.00811258267551286,0.147525550028803,-0.00932567251429894,0.00254889213789026,0.0327811770411601,-0.663503760690918,3.53799256248917,-0.642404519124013,122.578789038941
"52923","Orthohepevirus A","Urva javanica",2.21306927822341e+63,11485377.1565879,-7.15117831125187e+67,-78418935.1936226,5.14302878635233e+65,44999473.6689259,-5.14335817461322e-06,0.00810619619803342,0.145209929219305,-0.00938963555293526,0.00440419193666256,0.0320354791257937,-0.632191538632494,3.45190431878692,-0.616529221177513,123.099084813088
"52952","Orthohepevirus C","Bandicota indica",1.95533073102095e+62,98162.4412509953,-3.28990006889267e+67,-2234496.65666199,9.58600199461912e+64,1167900.8006454,1.5698974488226e-08,6.98242434677287e-05,-0.00187747649809467,-0.000379218944917881,0.000820889682779243,0.000831437762924543,-0.692667563019653,-0.150494269147814,-0.670389992630223,12.385464288531
"53029","Orthohepevirus C","Mustela putorius",6.41352963941368e+64,799408.538196977,-3.6898045092086e+67,-8938912.51836777,2.80851722026552e+67,4875714.6447135,5.60674229557745e-06,0.0005682280099767,-0.00293581356450545,-0.00158696065751052,0.24050514607841,0.00347105959223488,3.35252592276331,0.154240936142111,3.27072121939635,35.2913427892107
"53038","Orthohepevirus C","Neovison vison",8.31469716440031e+64,1045556.46433032,-5.10383722077067e+67,-10181154.5881577,2.64227150468893e+67,5621077.93301114,7.85777499692775e-06,0.000743191432998143,-0.00606272025436283,-0.00167705020294839,0.226268825994221,0.00400168957780026,3.11225703680433,0.215500331631542,3.04147413054415,40.3641491947858
"53072","Orthohepevirus C","Rattus norvegicus",3.15037643750057e+63,3479369.69129271,-5.5981319832594e+67,-17371265.8275642,9.33510590982524e+65,10439902.7897921,-3.03132023347225e-07,0.00247396159041697,-0.00679558105073852,-0.00271089867285212,0.00799404395422468,0.0074322488826942,-0.571604972728069,0.611546531290853,-0.560871549325533,74.0440372533059
"53073","Orthohepevirus C","Rattus rattus",1.52510592546015e+63,2559522.40556653,-7.30875157003797e+67,-15275788.0744705,3.47127510076168e+65,8929220.21192626,-1.45967271290848e-07,0.00181963174786424,-0.0106808226081512,-0.00212243052182792,0.0029725989186141,0.00635678207734928,-0.656352786592573,0.487387610467368,-0.643376216824132,63.379477903148
"53089","Orthohepevirus C","Suncus murinus",1.63627494106728e+64,87054.9449824083,-3.3602809965518e+67,-1921200.46108627,8.12917368032754e+66,1005306.97167927,-3.50984804650678e-06,6.19313741124363e-05,-0.00202350143229069,-0.000310404929688701,0.0696135344792049,0.000715685937644318,0.46835804118584,-0.163857416795623,0.421402394071498,11.721509315009
"53105","Orthohepevirus D","Hipposideros abae",9.87831036855065e+61,14622.7295649027,-1.433996715269e+66,-255014.706707001,1.13525683764759e+66,134756.640147372,1.04032536422244e-08,1.04092671336961e-05,-0.000377211625334439,-3.94017026081883e-05,0.00972168194678669,9.59343116825007e-05,-0.54244732149808,-0.235405597246754,-0.284383258057952,4.85832504411023
"53108","Orthohepevirus D","Myotis bechsteinii",2.50560591686688e+60,2666.57517702945,-4.68988123237515e+64,-2650.54975128174,8.87016343359727e+65,2666.57517702945,1.06050722023521e-10,1.89835583521672e-06,-1.23350170895264e-05,-6.9005891667473e-07,0.00759589414992085,1.89835583521672e-06,-0.578324617226025,-0.246261722920348,-0.078273785414623,2.10475434697405
"53109","Orthohepevirus D","Myotis daubentonii",4.70139265536174e+61,161350.842681097,-2.10926285679075e+66,-814082.638187408,3.67980509296727e+65,488887.741125681,3.90003271691364e-09,0.000114860889890586,-0.000539645818690815,-0.000169827882778861,0.00315117192459479,0.000348043026923297,-0.653338978462692,-0.206300518541462,-0.336777845465873,16.3014643608398
"53113","Orthohepevirus D","Rhinolophus ferrumequinum",1.50907272310209e+62,247084.275924967,-3.94897082797483e+66,-963004.498020172,6.29801223342701e+65,606438.409969186,1.22737033123738e-09,0.000175893452845351,-0.000663609175859392,-0.000204469290892462,0.00539325285696762,0.000431728272347838,-0.615498982967693,-0.196639346565608,-0.31452766845141,20.1902479478403
"53117","Orthohepevirus D","Vampyrodes caraccioli",2.99642309332337e+62,53266.9046938919,-2.33917776266183e+66,-498753.020301819,2.09898180486873e+66,276567.332843321,4.63305373545053e-08,3.79184373319842e-05,-0.000617478699552976,-8.74751196064949e-05,0.0179744643170873,0.000196890458838785,-0.403163657289366,-0.223750559435149,-0.216778950093525,9.33249079928494
"53136","Orungo virus","Bos taurus",5.87562149681208e+64,61198303.8196168,-7.20752315514217e+67,-270164620.35136,1.3013672582258e+67,166031645.797936,1.66516461538174e-05,0.0419122464202731,-0.01257255519468,0.15402871110167,0.111441553672107,0.118199234113573,1.17429690136296,13.3992116463718,1.18086134859802,253.466597595715
"53143","Orungo virus","Camelus dromedarius",6.45211440282581e+64,7812356.80659355,-6.00704805513404e+67,-104805534.828587,1.73766726438908e+67,56385023.8951271,1.01105520955713e-05,0.00537231755466049,-0.0095776121341089,0.0115488303371034,0.148803758881014,0.0401409418538836,1.80486543097086,4.38765194027847,1.77312221692409,87.234372643811
"53147","Orungo virus","Capra hircus",2.69302822807897e+64,27064961.2247849,-5.61931381865143e+67,-191114688.382137,7.74392253027002e+66,109269099.291835,4.33222055076787e-06,0.0186620975849432,-0.0086234634756579,0.026142927378336,0.0663144667913557,0.0777895309445607,0.41267909372082,8.73405126082851,0.407806735398314,164.258117945794
"53167","Orungo virus","Cercopithecus mona",1.40665365520511e+64,865388.728721117,-2.77569920953458e+67,-7159128.91007233,8.0083354453503e+66,4012410.19271918,6.05959542680778e-06,0.000615341655714031,-0.00665932834107252,9.06535934177555e-05,0.0685787458318234,0.00285646636488861,0.450893730602836,0.0832882749595437,0.460979643560472,36.8391354071513
"53172","Orungo virus","Chlorocebus aethiops",1.93305727642108e+64,1230549.40685873,-3.92246712783238e+67,-24767716.3724289,7.87728111745095e+66,13003722.5317305,4.36713401115452e-06,0.000865985379618914,-0.00499374902005911,0.00130672751000382,0.0674564724824487,0.00925745231572639,0.431952925268234,0.822259951177314,0.43537631774712,38.910704130205
"53256","Orungo virus","Ovis aries",2.18662386513641e+64,31833421.9489137,-5.39458168263268e+67,-205365948.016548,6.54231488179369e+66,118804448.548594,3.676802380434e-06,0.0219681653070847,-0.00816020998954059,0.0294297940226613,0.0560245949351164,0.0845778210547847,0.239015110827869,9.5177358619091,0.237858599260027,178.845768469835
"53325","Ovine atadenovirus D","Capra hircus",2.3318976450168e+64,25873782.6415782,-2.33451730437162e+67,-87450870.7165413,1.63522572383558e+67,56756843.6264428,5.72949689026103e-07,0.0183415620054627,-0.00298615584682693,-0.00625952083256642,0.140031258752641,0.0404056432441434,1.65681039845863,4.4182107997354,1.51539716656978,194.167145234212
"53326","Ovine atadenovirus D","Capra ibex",1.04266232223602e+64,683307.681002684,-9.36164317479842e+66,-14611114.3758392,1.7926995781748e+67,7661888.93079018,4.35865022241355e-07,0.000483690724961345,-1.01970804848861e-05,-0.00162084473488555,0.153516407452496,0.0054545589735636,1.88440163242532,0.383229075446737,1.7227537530836,31.0687307938077
"53364","Ovine atadenovirus D","Ovis aries",1.89407746899733e+64,30541876.3858318,-2.24176384155985e+67,-92664498.7750854,1.38149129802417e+67,61709915.5976754,6.20031021289491e-07,0.0216589690605673,-0.00281935417982027,-0.00634889390957483,0.118302912312549,0.0439317741253708,1.29009726177596,4.82529040713913,1.17932826031674,211.669941439944
"53382","Ovine gammaherpesvirus 2","Alcelaphus buselaphus",2.65116971411852e+64,10857306.2455755,-3.33105508855022e+67,-180763367.259602,1.30370142393057e+67,96035881.5480874,-2.21368990066528e-06,0.00726928275439055,-0.000875468147341962,-0.00971178818012497,0.111641438102135,0.0683686991829295,1.17767038615674,7.64644883649464,1.11777788420118,83.9423770564095
"53383","Ovine gammaherpesvirus 2","Alces alces",2.43200233546954e+64,10688556.7810125,-4.92683436157929e+67,-176501406.738693,8.24574125005447e+66,93739956.5026564,-5.02489204164125e-06,0.00717784626804615,-0.00361492035591482,-0.0112187710111264,0.0706117516232154,0.0667342120907375,0.485205128053669,7.45775295814869,0.439693844753119,84.6164494859379
"53399","Ovine gammaherpesvirus 2","Axis axis",3.64459221712486e+64,9470283.38826135,-3.36126489335255e+67,-127144157.515625,1.77150835942437e+67,68466398.7539327,-2.2692887207687e-06,0.00651814239588425,-0.000843868537117487,-0.00675024481886766,0.151701714231328,0.0487417676090395,1.85377473474186,5.38058750894858,1.77168643600844,91.2948527930699
"53400","Ovine gammaherpesvirus 2","Axis porcinus",2.00168213539315e+64,8131446.71886709,-1.89974218759792e+67,-20560803.3733711,1.7557195451348e+67,14374718.9748578,-7.40785706529468e-06,0.00578493446711403,0.00203142305625192,-0.000756203844415992,0.150349651634126,0.0102334754634298,1.83095573572699,0.934938445869424,1.62671371982533,115.172572893384
"53409","Ovine gammaherpesvirus 2","Bison bison",7.7520106452446e+64,13419538.4360657,-5.13540470077504e+67,-253138681.138069,2.50348221311329e+67,133536286.011655,-1.04828590051786e-05,0.00864107204723018,-0.00418224299485814,-0.0134598693019967,0.214383715016919,0.0950655319779098,2.91166992179653,10.728505793303,2.76973092836436,80.6391209891093
"53410","Ovine gammaherpesvirus 2","Bison bonasus",3.5208889467713e+64,9145653.49506106,-2.62148466329278e+67,-110544700.654171,2.23664746788794e+67,59976175.7584937,-9.89060658543317e-06,0.00634101748084761,0.000667615910145969,-0.00486860095019459,0.191533533107352,0.0426975111018453,2.52602336995558,4.68279901247065,2.32550914565211,94.7118658146647
"53412","Ovine gammaherpesvirus 2","Bos frontalis",2.40633858086376e+64,8752215.9894163,-3.78142416779158e+67,-85922092.4853287,1.0622864305315e+67,47442058.7000016,-5.52814582291394e-06,0.00612885812712303,-0.00170293981869918,-0.00290250108643875,0.090968056492079,0.0337743746149211,0.828762077051676,3.65265378523431,0.760619214639351,100.405510703726
"53413","Ovine gammaherpesvirus 2","Bos grunniens",5.18621636899937e+64,11070942.6373869,-4.66138097233762e+67,-187845119.445763,1.82318497490624e+67,99666117.8120017,-2.47236685788077e-06,0.00737480269954016,-0.00303569245329527,-0.00780471233730751,0.156127000238344,0.070953092922953,1.92846106749272,7.94480815000352,1.85567796923011,83.4757653011743
"53414","Ovine gammaherpesvirus 2","Bos javanicus",2.4529812749305e+64,8184502.19373157,-2.33700573358341e+67,-27096421.3404732,1.74428464103899e+67,17676074.3018838,-7.1047513985345e-06,0.00581854820256934,0.00121607417437986,-0.000448962385931395,0.149370432685383,0.0125837362785647,1.81442928475278,1.20626792346058,1.65421234589303,114.058719128357
"53416","Ovine gammaherpesvirus 2","Bos taurus",1.41191820166072e+65,87024177.3754637,-8.83439167865891e+67,-950523008.674942,2.60123330419842e+67,520122192.958107,1.0747251365073e-05,0.0386356220457281,-0.0115034174367281,0.467677495840709,0.222754552222799,0.370279078772371,3.05294601829527,42.5009573428839,2.99161666271264,153.606446021064
"53420","Ovine gammaherpesvirus 2","Bubalus bubalis",3.91939546544785e+64,19942840.600776,-7.82954632064374e+67,-376272526.603214,8.26017351986384e+66,198482805.3538,-1.90991566854926e-06,0.0121062370337943,-0.00965538141556976,-0.0121836407963851,0.0707353412218015,0.141301469757666,0.487290971515518,16.0662848018845,0.459471485148293,85.0660971597138
"53435","Ovine gammaherpesvirus 2","Capra hircus",6.48018597136063e+64,42727953.7284438,-6.88607135555259e+67,-640520684.597103,1.5478911939381e+67,342325447.31699,-2.2969226762537e-06,0.0243150785842109,-0.00752399377876145,-0.0166723369076784,0.13255243550772,0.243704177574066,1.53058897896858,27.8883230356068,1.47266966433707,110.864395442704
"53439","Ovine gammaherpesvirus 2","Capreolus capreolus",7.3232852436978e+64,15988788.5941754,-5.40095919559933e+67,-307363447.425941,2.25178359219511e+67,161973194.472896,-1.06564185350377e-05,0.0100131747469815,-0.00447993443449946,-0.0134019265109764,0.192829703115245,0.115309990704575,2.54789905987883,13.065658493569,2.41979099106136,81.556889564722
"53454","Ovine gammaherpesvirus 2","Cervus elaphus",6.37741634588943e+64,26858305.9885997,-6.92350974847021e+67,-475196137.651539,1.53001670966158e+67,251470971.118428,-7.5456713695965e-06,0.0158873679514677,-0.00770738644649782,-0.0254868188673356,0.131021768214324,0.179024161599705,1.5047556369825,20.4212390286329,1.42679591760473,92.6678360438416
"53455","Ovine gammaherpesvirus 2","Cervus nippon",2.30663602033078e+64,10813354.3625786,-4.02435973890589e+67,-182546937.501137,9.3491494707413e+66,96815990.256444,-6.20990824887202e-07,0.00724615741795129,-0.00186062347566462,-0.0142217615900417,0.0800607004630348,0.0689240647062304,0.644676704823575,7.71056386421369,0.618362595147047,83.9304561198798
"53477","Ovine gammaherpesvirus 2","Elaphurus davidianus",1.20601332330058e+64,8266253.16024256,-1.95730729353285e+67,-44133776.0965271,1.02255786849403e+67,26258732.4395858,-3.93669522591455e-06,0.00586123851918889,0.00194995956559296,-0.00238501892076926,0.0875659325715416,0.0186937980903329,0.771343831364033,1.91165341462005,0.680101299920772,110.814479107509
"53479","Ovine gammaherpesvirus 2","Equus caballus",8.4739865074631e+64,42989395.4222908,-8.25839962046322e+67,-643145029.256733,1.66767730637184e+67,343582169.793595,7.53802057673614e-06,0.0245888567335416,-0.0107965306768278,-0.0263363990105105,0.142810224301452,0.244598848186491,1.70371149035475,27.9916096616367,1.67151286059594,111.505228085291
"53501","Ovine gammaherpesvirus 2","Hippotragus equinus",2.66686520658488e+64,9256664.30209434,-3.21501856414507e+67,-115815965.110817,1.37659626942055e+67,62685170.1852044,-5.46136868548319e-06,0.00640570310757672,-0.000609694487053503,-0.00629753398247423,0.117883730417962,0.0446260655344433,1.28302265497933,4.90544394759155,1.19180208887238,93.4965529385555
"53505","Ovine gammaherpesvirus 2","Kobus ellipsiprymnus",4.4175088634752e+64,11929960.9755858,-2.81986777534932e+67,-213358114.368526,2.53249501385469e+67,112906377.382371,-2.08799306483654e-07,0.00784351094196452,0.000236294860457065,-0.0104269612987746,0.216868203212365,0.0803789378163247,2.95360106744146,9.03298932304794,2.83858816107925,81.6706974779012
"53508","Ovine gammaherpesvirus 2","Kobus megaceros",1.46141091558473e+64,8131446.71886711,-1.89974218759884e+67,-20560803.373455,1.28564057159677e+67,14374718.9748578,-5.79637743627903e-06,0.00578493446711403,0.00203142305625192,-0.000756203844423098,0.110094811327872,0.0102334754634298,1.15156769319613,0.934938445869424,1.00961070344995,115.172572893373
"53531","Ovine gammaherpesvirus 2","Mazama gouazoubira",1.26114984330548e+64,8179478.5336955,-2.65482159545661e+67,-29610954.9137192,7.83921122942428e+66,18932942.060997,-2.49140826937e-06,0.00581314081890987,0.000594617406477482,-0.000675976254706612,0.067130464013817,0.0134785103187499,0.426450822821246,1.30956648986741,0.38511173685091,113.760370195942
"53543","Ovine gammaherpesvirus 2","Muntiacus reevesi",1.27869632287674e+64,8595500.17245802,-2.94070141840289e+67,-77831871.7898674,7.07665190554151e+66,43298268.2671109,-8.13687552413123e-07,0.00604086719028049,0.000280623685000592,-0.00545816726089754,0.0606003476855098,0.0308243776240407,0.316240897355509,3.3120868416523,0.297946653739886,102.576226020876
"53559","Ovine gammaherpesvirus 2","Odocoileus hemionus",4.09482943708071e+64,13744649.7643912,-4.47413712689561e+67,-259441259.442394,1.51452472321403e+67,136827725.301217,-5.36823478047843e-06,0.00883283318129399,-0.00298272660185717,-0.0149355880073969,0.129695124234103,0.0974087334880066,1.48236563245135,10.9990202985576,1.40242654535413,80.8951813759171
"53560","Ovine gammaherpesvirus 2","Odocoileus virginianus",8.38546059684801e+64,16587313.6950028,-5.63497845324944e+67,-321171506.162842,2.44584127329689e+67,169137495.524832,-4.22643943248646e-06,0.0103616691711938,-0.00495717515266847,-0.0210645002640089,0.209447678822942,0.120410312954759,2.82836356802206,13.6544730467357,2.72495057191178,81.7943859787583
"53565","Ovine gammaherpesvirus 2","Oryx dammah",2.041642325756e+64,8266253.16024256,-1.95730729353162e+67,-44133776.0965271,1.7290502778572e+67,26258732.4395858,-6.45201777832449e-06,0.00586123851918889,0.00194995956553612,-0.00238501892076037,0.148065850069329,0.0186937980903329,1.79241161375725,1.91165341462005,1.60978336824992,110.814479107509
"53566","Ovine gammaherpesvirus 2","Oryx gazella",4.6084884986261e+64,9914039.06556503,-2.35789496535497e+67,-146773993.266174,3.15897454461611e+67,78523602.742927,-1.99877404205573e-06,0.00675759775057962,0.00115028226983327,-0.00794354126762364,0.270516281270673,0.0559015702063699,3.85902914665593,6.20716194097731,3.66262382099754,88.0254945489851
"53573","Ovine gammaherpesvirus 2","Ovibos moschatus",1.49039051524823e+64,8443515.49638117,-3.09312771630422e+67,-62293942.4721565,8.0477917700244e+66,35440327.5624005,-4.09991385726116e-06,0.00596006048198365,-0.000173378687890136,-0.00256147185326228,0.068916626940794,0.0252302478511116,0.456596209695667,2.66626391889771,0.404670589727346,106.456719610279
"53575","Ovine gammaherpesvirus 2","Ovis aries",5.26530463976732e+64,49033533.8581177,-6.61042104448907e+67,-693758492.961067,1.30770827754465e+67,372199311.380588,-1.13698969107789e-06,0.0277107908377769,-0.00707819985996139,-0.0148416565326439,0.111984561835476,0.264971616292511,1.18346134594609,30.3435752357107,1.13929098869957,117.688887510388
"53577","Ovine gammaherpesvirus 2","Ovis dalli",4.03312187176527e+64,8553043.12942776,-3.6340667523383e+67,-71813104.6871758,1.8429009549236e+67,40242760.3504137,-7.78828242400942e-06,0.00602102473884102,-0.0012940210790191,-0.00366129162338247,0.157815362559906,0.0286491375133626,1.95695585629333,3.06096289869887,1.83544031606295,104.137768058758
"53601","Ovine gammaherpesvirus 2","Rangifer tarandus",1.14509741879704e+65,11091840.5675265,-4.29647876406835e+67,-191549052.230663,4.37558176682586e+67,101469122.792086,-8.09234253812408e-06,0.00738950878999919,-0.00250692346074288,-0.0129036390218307,0.374699476440807,0.0722366663449034,5.61734731393111,8.09299225952232,5.39839741627777,83.1629543205975
"53608","Ovine gammaherpesvirus 2","Rucervus duvaucelii",3.90569168208387e+64,8434774.24826299,-2.78808638319344e+67,-62873272.1715469,2.29383377645787e+67,35723395.7492753,-4.79057331934096e-06,0.00595401982872091,0.000430101575005892,-0.00356975243753332,0.196430637314887,0.0254317663190502,2.6086726617256,2.68952852862895,2.46464142389833,106.350709351744
"53611","Ovine gammaherpesvirus 2","Rusa alfredi",1.79060629000497e+64,8109544.5632322,-1.60634798453275e+67,-12041765.5898819,1.81229764530856e+67,10092827.0808948,-3.66687674110966e-06,0.00577255210652718,0.00254991498465529,-0.000779274621631743,0.155194672397731,0.00718516295655086,1.91272600602404,0.583021316204563,1.7160666383011,116.088006084182
"53612","Ovine gammaherpesvirus 2","Rusa timorensis",1.81442844184362e+64,8132287.98376049,-2.18412813936933e+67,-21199055.6233139,1.37659626942055e+67,14695213.5024165,-4.91175523160969e-06,0.00578522343410224,0.00127134757406111,-0.00083938328181965,0.117883730417962,0.0104616380375762,1.28302265497933,0.961279025455462,1.16152893539665,115.118808307119
"53613","Ovine gammaherpesvirus 2","Rusa unicolor",1.80809125068316e+64,8598911.50462399,-3.81610447133386e+67,-79152413.7405167,7.83921122942428e+66,43919803.9488919,-1.13948436561429e-07,0.00604242510837098,-0.00713787557432966,-0.00672994787858272,0.067130464013817,0.0312668537628979,0.426450822821246,3.3631691806121,0.391003808716481,102.474479381697
"53625","Ovine gammaherpesvirus 2","Sus scrofa",4.60407160537043e+64,52152793.1615134,-8.56713339686308e+67,-718848556.015606,8.9430213296991e+66,386177040.870952,-5.26760994810915e-06,0.0295674563312695,-0.0112213947309385,-0.0254044175934105,0.0765828543176344,0.27492247182049,0.585980481786269,31.4923670696232,0.544149774159202,121.284764904957
"53632","Ovine gammaherpesvirus 2","Syncerus caffer",2.53066163610858e+64,13093112.3040615,-3.46335665232673e+67,-243174492.183681,1.19396316518459e+67,128435166.9716,-1.51147372888516e-06,0.00846180358715296,-0.00099562472351522,-0.00949875978803405,0.102244089294853,0.0914340052243268,1.01906967224043,10.3092585971779,0.971798640836154,80.8038925763317
"53639","Ovine gammaherpesvirus 2","Tragelaphus spekii",6.94666427475284e+64,8661195.02144129,-2.72003647921215e+67,-82067526.4088783,4.20601363433743e+67,45445962.8995413,-1.24192328282979e-05,0.00607723233418371,0.000577780550457874,-0.00505271366639626,0.360178643817777,0.0323533383197146,5.3722766596539,3.48860006271403,5.04444876781633,101.534180597607
"53640","Ovine gammaherpesvirus 2","Tragelaphus strepsiceros",2.09641774077716e+64,13867888.5521127,-4.36574895922947e+67,-265132386.510597,7.83921122942428e+66,139770533.203453,-3.13203535148854e-07,0.00888564791280282,-0.00284924800342878,-0.0167466068962234,0.067130464013817,0.0995037415722543,0.426450822821246,11.2408817317175,0.407566870278816,80.3651366173689
"53667","Ovine mastadenovirus A","Bos taurus",4.22014969078985e+64,59694186.9753335,-3.48786387527184e+67,-161613875.651134,1.99629720868742e+67,110878458.228335,-3.84447106566155e-07,0.0419864915191904,-0.00560607991607753,0.104709944212392,0.170951329166463,0.078935246225488,2.17865388246072,8.86632012505002,2.01185388517742,286.810398517596
"53710","Ovine mastadenovirus A","Ovis aries",1.57993492421663e+64,30790142.9530819,-2.61470272324032e+67,-127620669.349926,1.00359101970067e+67,79341298.2437295,-1.41661421419748e-06,0.0216421052264228,-0.0036054180470444,0.0353997337025991,0.0859417215085724,0.0564836940627496,0.743931734673733,6.2743661256481,0.666746675188563,202.033569419077
"53711","Ovine mastadenovirus A","Ovis canadensis",1.89052966366834e+64,1973166.4010202,-1.54481149671962e+67,-34528260.6496429,1.96390626669661e+67,18278342.7516188,2.67625386293768e-06,0.00138152449968485,-0.00117180284505025,0.00694959231855208,0.168177556522697,0.0130124959234343,2.13184043213929,1.25576674065801,2.01831798096443,49.9689217675921
"53759","Ovine mastadenovirus B","Ovis aries",5.85555667017455e+62,30192480.166593,-1.32884098829179e+67,-30105892.8233032,7.3055268776218e+65,30192480.166593,-3.73937079425901e-08,0.0214942640273756,-0.00196212676749496,-0.00187301884573898,0.00625603003678957,0.0214942640273756,-0.6009377402729,2.23495751551663,-0.516589309252541,223.811117127905
"53791","Ovine respiratory syncytial virus","Oreamnos americanus",6.70014666128515e+62,696899.144787774,-7.38883740641279e+66,-2782748.06579971,1.51644669855947e+66,1743096.436709,-1.61484067558865e-07,0.000496049781418101,-0.000361229510360772,-0.000321469504200422,0.0129859711069419,0.00124092405887399,-0.487355337381378,-0.103220493384198,-0.409810869193982,34.021783493471
"53796","Ovine respiratory syncytial virus","Ovis canadensis",5.94731717070661e+62,1609476.31030217,-6.92717466607111e+66,-3691786.04226685,1.42960326814814e+66,2655604.83134355,-1.23813069892106e-07,0.00114569420112101,-0.000305103746654822,-0.000407444761089337,0.0122422942739741,0.00189054595986553,-0.499906502507899,-0.0282238930525463,-0.419129709892777,51.8068932354556
"53829","Palyam virus","Bos taurus",4.03039193806118e+64,61834234.6945325,-5.90501672084012e+67,-319273269.667522,1.09771786665989e+67,190969680.318747,7.98506881434513e-06,0.0416372182820176,-0.00892855822010574,0.176599448627771,0.0940021994413686,0.135952816971175,0.879969842959926,15.4488013476953,0.870634216690442,238.769308077909
"53831","Palyam virus","Bubalus bubalis",1.13504644480709e+64,9987290.77467421,-5.23471121985778e+67,-135525189.107826,3.48578500814619e+66,72867980.4929512,2.21175641230281e-06,0.00680010394417804,-0.00755620896484288,0.0122986170926129,0.0298502436279481,0.0518752882577082,-0.202734034462601,5.74234162370439,-0.193539895918672,93.0207550569986
